#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
bet-imagenet-1.jpg,171459,"{}",1,0,"{""name"":""rect"",""x"":26,""y"":67,""width"":504,""height"":157}","{}"
bet-imagenet-2.jpg,25096,"{}",1,0,"{""name"":""rect"",""x"":7,""y"":60,""width"":470,""height"":228}","{}"
bet-imagenet-3.jpg,70444,"{}",1,0,"{""name"":""rect"",""x"":64,""y"":85,""width"":334,""height"":152}","{}"
bet-imagenet-4.jpg,133050,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":40,""width"":506,""height"":141}","{}"
bet-imagenet-5.jpg,60149,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":72,""width"":601,""height"":285}","{}"
bet-imagenet-6.jpg,33857,"{}",1,0,"{""name"":""rect"",""x"":93,""y"":5,""width"":368,""height"":487}","{}"
bet-imagenet-7.jpg,20011,"{}",1,0,"{""name"":""rect"",""x"":13,""y"":13,""width"":292,""height"":113}","{}"
bet-imagenet-8.jpg,947149,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":255,""width"":1466,""height"":470}","{}"
bet-imagenet-9.jpg,349189,"{}",1,0,"{""name"":""rect"",""x"":5,""y"":254,""width"":1182,""height"":386}","{}"
bet-imagenet-10.jpg,106500,"{}",1,0,"{""name"":""rect"",""x"":6,""y"":60,""width"":702,""height"":297}","{}"
bet-imagenet-11.jpg,107206,"{}",1,0,"{""name"":""rect"",""x"":10,""y"":87,""width"":681,""height"":266}","{}"
bet-imagenet-12.jpg,53290,"{}",1,0,"{""name"":""rect"",""x"":25,""y"":260,""width"":477,""height"":129}","{}"
bet-imagenet-14.jpg,115793,"{}",1,0,"{""name"":""rect"",""x"":30,""y"":88,""width"":566,""height"":199}","{}"
bet-imagenet-15.jpg,84808,"{}",1,0,"{""name"":""rect"",""x"":13,""y"":89,""width"":620,""height"":249}","{}"
bet-imagenet-16.jpg,601042,"{}",1,0,"{""name"":""rect"",""x"":63,""y"":329,""width"":1352,""height"":534}","{}"
bet-imagenet-17.jpg,901670,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":25,""width"":1236,""height"":818}","{}"
bet-imagenet-18.jpg,56962,"{}",1,0,"{""name"":""rect"",""x"":22,""y"":175,""width"":531,""height"":115}","{}"
bet-imagenet-19.jpg,36127,"{}",1,0,"{""name"":""rect"",""x"":64,""y"":132,""width"":489,""height"":163}","{}"
bet-imagenet-20.jpg,169728,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":2,""width"":931,""height"":463}","{}"
bet-imagenet-21.jpg,70613,"{}",1,0,"{""name"":""rect"",""x"":91,""y"":22,""width"":461,""height"":245}","{}"
bet-imagenet-22.jpg,107288,"{}",1,0,"{""name"":""rect"",""x"":35,""y"":60,""width"":1040,""height"":449}","{}"
bet-imagenet-23.jpg,292558,"{}",1,0,"{""name"":""rect"",""x"":161,""y"":63,""width"":255,""height"":397}","{}"
bet-imagenet-24.jpg,112901,"{}",1,0,"{""name"":""rect"",""x"":116,""y"":23,""width"":814,""height"":548}","{}"
bet-imagenet-25.jpg,138979,"{}",1,0,"{""name"":""rect"",""x"":97,""y"":52,""width"":286,""height"":770}","{}"
bet-imagenet-26.jpg,102062,"{}",1,0,"{""name"":""rect"",""x"":139,""y"":152,""width"":499,""height"":277}","{}"
