#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
dol-1.jpg,304251,"{}",1,0,"{""name"":""rect"",""x"":686,""y"":267,""width"":135,""height"":186}","{}"
dol-2.jpg,152029,"{}",1,0,"{""name"":""rect"",""x"":161,""y"":330,""width"":350,""height"":110}","{}"
dol-3.jpg,150758,"{}",1,0,"{""name"":""rect"",""x"":284,""y"":283,""width"":167,""height"":194}","{}"
dol-4.jpg,170946,"{}",1,0,"{""name"":""rect"",""x"":341,""y"":391,""width"":224,""height"":196}","{}"
dol-5.jpg,137833,"{}",1,0,"{""name"":""rect"",""x"":439,""y"":574,""width"":201,""height"":100}","{}"
dol-6.jpg,150234,"{}",1,0,"{""name"":""rect"",""x"":228,""y"":260,""width"":271,""height"":171}","{}"
dol-7.jpg,145481,"{}",1,0,"{""name"":""rect"",""x"":230,""y"":313,""width"":332,""height"":134}","{}"
dol-8.jpg,152750,"{}",1,0,"{""name"":""rect"",""x"":417,""y"":425,""width"":105,""height"":263}","{}"
dol-9.jpg,138887,"{}",1,0,"{""name"":""rect"",""x"":170,""y"":323,""width"":341,""height"":114}","{}"
dol-10.jpg,156284,"{}",1,0,"{""name"":""rect"",""x"":440,""y"":388,""width"":267,""height"":213}","{}"
dol-11.jpg,146089,"{}",1,0,"{""name"":""rect"",""x"":325,""y"":312,""width"":148,""height"":208}","{}"
dol-12.jpg,299904,"{}",1,0,"{""name"":""rect"",""x"":694,""y"":283,""width"":86,""height"":191}","{}"
dol-13.jpg,171766,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":439,""width"":234,""height"":101}","{}"
dol-14.jpg,148495,"{}",4,0,"{""name"":""rect"",""x"":492,""y"":561,""width"":475,""height"":246}","{}"
dol-14.jpg,148495,"{}",4,1,"{""name"":""rect"",""x"":299,""y"":738,""width"":583,""height"":198}","{}"
dol-14.jpg,148495,"{}",4,2,"{""name"":""rect"",""x"":68,""y"":778,""width"":413,""height"":93}","{}"
dol-14.jpg,148495,"{}",4,3,"{""name"":""rect"",""x"":88,""y"":909,""width"":532,""height"":63}","{}"
dol-15.jpg,133613,"{}",1,0,"{""name"":""rect"",""x"":819,""y"":609,""width"":118,""height"":246}","{}"
dol-16.jpg,163776,"{}",1,0,"{""name"":""rect"",""x"":588,""y"":486,""width"":186,""height"":187}","{}"
dol-17.jpg,135112,"{}",1,0,"{""name"":""rect"",""x"":430,""y"":552,""width"":215,""height"":136}","{}"
dol-18.jpg,151404,"{}",1,0,"{""name"":""rect"",""x"":245,""y"":296,""width"":338,""height"":205}","{}"
dol-19.jpg,170106,"{}",1,0,"{""name"":""rect"",""x"":465,""y"":442,""width"":231,""height"":98}","{}"
dol-20.jpg,151965,"{}",1,0,"{""name"":""rect"",""x"":257,""y"":285,""width"":177,""height"":195}","{}"
dol-21.jpg,135430,"{}",1,0,"{""name"":""rect"",""x"":423,""y"":553,""width"":222,""height"":137}","{}"
dol-22.jpg,297395,"{}",1,0,"{""name"":""rect"",""x"":702,""y"":277,""width"":91,""height"":92}","{}"
dol-23.jpg,103746,"{}",1,0,"{""name"":""rect"",""x"":202,""y"":360,""width"":285,""height"":142}","{}"
dol-24.jpg,294418,"{}",1,0,"{""name"":""rect"",""x"":723,""y"":277,""width"":66,""height"":167}","{}"
dol-25.jpg,148174,"{}",1,0,"{""name"":""rect"",""x"":250,""y"":275,""width"":299,""height"":169}","{}"
dol-26.jpg,156251,"{}",1,0,"{""name"":""rect"",""x"":170,""y"":303,""width"":390,""height"":155}","{}"
dol-27.jpg,300479,"{}",1,0,"{""name"":""rect"",""x"":700,""y"":272,""width"":97,""height"":95}","{}"
dol-28.jpg,166535,"{}",1,0,"{""name"":""rect"",""x"":541,""y"":446,""width"":224,""height"":186}","{}"
dol-29.jpg,119672,"{}",1,0,"{""name"":""rect"",""x"":243,""y"":305,""width"":212,""height"":179}","{}"
dol-30.jpg,151073,"{}",1,0,"{""name"":""rect"",""x"":182,""y"":301,""width"":383,""height"":135}","{}"
dol-31.jpg,169362,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":434,""width"":253,""height"":104}","{}"
dol-32.jpg,116114,"{}",1,0,"{""name"":""rect"",""x"":202,""y"":372,""width"":98,""height"":90}","{}"
dol-33.jpg,143350,"{}",1,0,"{""name"":""rect"",""x"":141,""y"":305,""width"":291,""height"":121}","{}"
dol-34.jpg,156664,"{}",1,0,"{""name"":""rect"",""x"":366,""y"":440,""width"":322,""height"":117}","{}"
dol-35.jpg,145949,"{}",1,0,"{""name"":""rect"",""x"":375,""y"":302,""width"":166,""height"":249}","{}"
dol-36.jpg,164969,"{}",1,0,"{""name"":""rect"",""x"":430,""y"":403,""width"":292,""height"":210}","{}"
dol-37.jpg,127501,"{}",1,0,"{""name"":""rect"",""x"":799,""y"":758,""width"":113,""height"":215}","{}"
dol-38.jpg,129630,"{}",1,0,"{""name"":""rect"",""x"":136,""y"":321,""width"":255,""height"":125}","{}"
dol-39.jpg,135868,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":575,""width"":181,""height"":161}","{}"
dol-40.jpg,126319,"{}",1,0,"{""name"":""rect"",""x"":216,""y"":327,""width"":270,""height"":119}","{}"
dol-41.jpg,124689,"{}",1,0,"{""name"":""rect"",""x"":161,""y"":344,""width"":255,""height"":146}","{}"
dol-42.jpg,146514,"{}",1,0,"{""name"":""rect"",""x"":376,""y"":300,""width"":146,""height"":211}","{}"
dol-43.jpg,134202,"{}",1,0,"{""name"":""rect"",""x"":153,""y"":355,""width"":285,""height"":92}","{}"
dol-44.jpg,103986,"{}",1,0,"{""name"":""rect"",""x"":212,""y"":341,""width"":268,""height"":161}","{}"
dol-45.jpg,145797,"{}",1,0,"{""name"":""rect"",""x"":358,""y"":312,""width"":145,""height"":206}","{}"
dol-46.jpg,146772,"{}",1,0,"{""name"":""rect"",""x"":393,""y"":317,""width"":150,""height"":170}","{}"
dol-47.jpg,163145,"{}",1,0,"{""name"":""rect"",""x"":448,""y"":402,""width"":176,""height"":213}","{}"
dol-48.jpg,107147,"{}",1,0,"{""name"":""rect"",""x"":205,""y"":349,""width"":432,""height"":142}","{}"
dol-49.jpg,151900,"{}",1,0,"{""name"":""rect"",""x"":415,""y"":420,""width"":126,""height"":149}","{}"
dol-50.jpg,154399,"{}",1,0,"{""name"":""rect"",""x"":349,""y"":418,""width"":150,""height"":154}","{}"
dol-51.jpg,134079,"{}",1,0,"{""name"":""rect"",""x"":225,""y"":343,""width"":435,""height"":133}","{}"
dol-52.jpg,166323,"{}",1,0,"{""name"":""rect"",""x"":551,""y"":467,""width"":225,""height"":176}","{}"
dol-53.jpg,169862,"{}",1,0,"{""name"":""rect"",""x"":461,""y"":432,""width"":240,""height"":106}","{}"
dol-54.jpg,295839,"{}",1,0,"{""name"":""rect"",""x"":715,""y"":255,""width"":86,""height"":193}","{}"
dol-55.jpg,149073,"{}",1,0,"{""name"":""rect"",""x"":282,""y"":266,""width"":143,""height"":165}","{}"
dol-56.jpg,122028,"{}",1,0,"{""name"":""rect"",""x"":171,""y"":340,""width"":246,""height"":193}","{}"
dol-57.jpg,296002,"{}",1,0,"{""name"":""rect"",""x"":705,""y"":271,""width"":93,""height"":92}","{}"
dol-58.jpg,166571,"{}",1,0,"{""name"":""rect"",""x"":572,""y"":484,""width"":206,""height"":186}","{}"
dol-59.jpg,284757,"{}",1,0,"{""name"":""rect"",""x"":541,""y"":503,""width"":155,""height"":183}","{}"
dol-60.jpg,149355,"{}",4,0,"{""name"":""rect"",""x"":44,""y"":772,""width"":445,""height"":98}","{}"
dol-60.jpg,149355,"{}",4,1,"{""name"":""rect"",""x"":481,""y"":576,""width"":458,""height"":237}","{}"
dol-60.jpg,149355,"{}",4,2,"{""name"":""rect"",""x"":294,""y"":758,""width"":585,""height"":178}","{}"
dol-60.jpg,149355,"{}",4,3,"{""name"":""rect"",""x"":82,""y"":885,""width"":537,""height"":88}","{}"
dol-61.jpg,141178,"{}",1,0,"{""name"":""rect"",""x"":230,""y"":314,""width"":424,""height"":127}","{}"
dol-62.jpg,308603,"{}",1,0,"{""name"":""rect"",""x"":704,""y"":273,""width"":89,""height"":94}","{}"
dol-63.jpg,162236,"{}",1,0,"{""name"":""rect"",""x"":420,""y"":402,""width"":297,""height"":135}","{}"
dol-64.jpg,151273,"{}",1,0,"{""name"":""rect"",""x"":241,""y"":293,""width"":368,""height"":159}","{}"
dol-65.jpg,305117,"{}",1,0,"{""name"":""rect"",""x"":685,""y"":252,""width"":140,""height"":205}","{}"
dol-66.jpg,106749,"{}",1,0,"{""name"":""rect"",""x"":205,""y"":356,""width"":325,""height"":129}","{}"
dol-67.jpg,308398,"{}",1,0,"{""name"":""rect"",""x"":699,""y"":266,""width"":100,""height"":99}","{}"
dol-68.jpg,295339,"{}",1,0,"{""name"":""rect"",""x"":729,""y"":235,""width"":68,""height"":209}","{}"
dol-69.jpg,112387,"{}",1,0,"{""name"":""rect"",""x"":214,""y"":340,""width"":378,""height"":134}","{}"
dol-70.jpg,136685,"{}",1,0,"{""name"":""rect"",""x"":430,""y"":521,""width"":228,""height"":203}","{}"
dol-71.jpg,167397,"{}",1,0,"{""name"":""rect"",""x"":431,""y"":392,""width"":145,""height"":129}","{}"
dol-72.jpg,165941,"{}",1,0,"{""name"":""rect"",""x"":541,""y"":462,""width"":286,""height"":190}","{}"
dol-73.jpg,183561,"{}",1,0,"{""name"":""rect"",""x"":1119,""y"":135,""width"":106,""height"":241}","{}"
dol-74.jpg,148135,"{}",4,0,"{""name"":""rect"",""x"":61,""y"":781,""width"":425,""height"":82}","{}"
dol-74.jpg,148135,"{}",4,1,"{""name"":""rect"",""x"":540,""y"":628,""width"":505,""height"":165}","{}"
dol-74.jpg,148135,"{}",4,2,"{""name"":""rect"",""x"":298,""y"":795,""width"":587,""height"":141}","{}"
dol-74.jpg,148135,"{}",4,3,"{""name"":""rect"",""x"":85,""y"":885,""width"":535,""height"":86}","{}"
dol-75.jpg,152147,"{}",1,0,"{""name"":""rect"",""x"":225,""y"":275,""width"":130,""height"":93}","{}"
dol-76.jpg,293051,"{}",1,0,"{""name"":""rect"",""x"":715,""y"":300,""width"":61,""height"":146}","{}"
dol-77.jpg,154363,"{}",1,0,"{""name"":""rect"",""x"":424,""y"":429,""width"":291,""height"":199}","{}"
